,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
209,1500000,,,,,St-Denis-De-Brompton,Estrie,"6528746, chemin Bouffard",,,,,,2962080.01
210,839999,"3963,00$","426,00$","2400,00$",,Blainville,Laurentides,"44, rue Paul Albert",4,2,,1,1405.0,6081.0
211,289900,,,,,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),"574, rue René-Richard - Par Terrain Dev Immobilier inc.",2,1,1,2,,4443.0
212,432000,,,,,Drummondville (Drummondville),Centre-du-Québec,"273, rue Plessis - Par Construction Serge Brouillette",2,1,,1,1400.0,6372.0
213,494999,,,,,Ahuntsic / Cartierville,Montréal / l'Île,"C7-10037, boulevard St-Laurent - Axe St-Laurent 2",2,1,,3,970.0,
214,475000,,,,,Beaupré,Québec Rive-Nord,"200, rue du Beau-Mont - Le Pavillon sur le Golf",1,1,,1,,
215,449500,"3699,10$","354,64$",,,Ste-Foy,Québec Rive-Nord,"1287, rue Arthur-Labrie",4,2,,1,1604.0,7700.5
216,549900,"2597,81$","291,16$",,,St-Germain-De-Grantham,Centre-du-Québec,"273, rue des Parulines",5,2,,2,1638.0,10678.0
217,329000,"1300,00$",,"1000,00$","400,00$",Hemmingford,Montérégie (Rive-Sud Montréal),"A-343, route 219 Sud",2,1,1,1,1078.0,
218,549900,"3519,48$","258,49$","1336,92$","3519,48$",Gatineau (Hull),Outaouais,"71, rue Sherbrooke",5,3,,,,4700.06
220,200000,"1841,88$","139,60$",,,Charlesbourg,Québec Rive-Nord,"F-281, rue Albert-Ouellet",2,1,,1,900.0,
221,809000,"4139,00$","441,00$","4000,00$",,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"1259, rue des Éperviers",4,1,1,2,2010.0,6763.0
222,319000,"2094,43$","132,77$","1040,74$",,Joliette,Lanaudière,"1103, rue Saint-Viateur",2,1,1,2,1106.0,2082.39
223,385000,"3030,00$","144,00$","500,00$","2308,00$",St-Sauveur,Laurentides,"102-31, chemin Victor-Nymark",1,1,,1,568.33,4755.5
224,798000,"4220,00$","487,00$","1750,00$",,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"3205, avenue Lebrun",3,2,2,2,1680.0,3071.0
225,469900,"3363,00$","304,00$","2264,00$","852,00$",Charlesbourg,Québec Rive-Nord,"630, boulevard du Lac",3,2,1,1,1204.0,15190.0
226,229000,"1740,59$","135,99$","850,00$",,St-Hyacinthe,Montérégie (Rive-Sud Montréal),"102-2350, avenue Desaulniers",2,1,,3,856.81,1062.4
227,565900,"3476,00$","258,00$","698,00$","1400,00$",Gatineau (Aylmer),Outaouais,"536, rue Chagnon",3,3,1,2,1500.0,2270.11
228,212000,,"144,00$",,,Loretteville,Québec Rive-Nord,"102, rue Lavallée",,,,,,9687.52
229,649000,"3510,39$","375,54$","275,00$",,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"862, rue Maple",4,2,,3,1410.0,5950.0
230,320000,,,,,Mirabel (St-Canut),Laurentides,"206-15205, rue du Faucon",2,1,,1,1041.0,
232,175000,"1902,03$","137,22$",,,St-Émile,Québec Rive-Nord,"2468, rue de la Faune",2,1,1,2,824.0,4070.0
233,750000,"5284,65$","434,00$","4500,00$","6359,00$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"4065, rue Chardin",5,3,1,2,2902.0,18200.0
234,549999,"3256,96$",,"500,00$",,Gatineau (Gatineau),Outaouais,"212, rue de Gallichan",3,2,1,2,1775.0,3119.2467
235,199995,"993,06$","115,34$",,,St-Henri-de-Lévis,Chaudière-Appalaches,"63-65, rue des Grenats",,,,,,11629.0
236,275000,"2241,50$","190,00$","1000,00$","450,00$",Ste-Foy,Québec Rive-Nord,"306-2635, rue de la Picardie",2,1,1,1,1013.0,
237,189000,"1628,94$","34,56$","1500,00$","1993,10$",Desbiens,Saguenay-Lac-Saint-Jean,"1323, rue Hebert",,,,,,9000.0
238,515000,"2284,00$","250,00$","1550,00$","900,00$",Blainville,Laurentides,"63, rue Martin",4,1,1,1,864.0,4770.0
239,622000,,,,,Ste-Julie,Montérégie (Rive-Sud Montréal),"349, rue de Limoilou",4,1,1,3,1440.0,5200.0
240,900000,"5427,75$","687,00$","858,63$",,McMasterville,Montérégie (Rive-Sud Montréal),"63, chemin du Richelieu",2,2,1,2,2546.0,10405.0
241,299000,,,,,Verchères,Montérégie (Rive-Sud Montréal),", chemin du Cordon",,,,,,568334.47
242,469900,"2566,42$","213,81$","1900,00$","900,00$",Terrebonne (Terrebonne),Lanaudière,"230, 4e Avenue",3,2,,1,900.0,5000.0
244,350000,"2831,03$","300,00$","1836,60$",,Magog,Estrie,"37, rue des Cèdres",3,2,,1,775.1625,18309.0
245,145000,,,,,Ste-Agathe-Des-Monts,Laurentides,"10, rue Madeleine",,,,,,14700.0
246,430000,"2232,37$","222,96$","227,42$",,Ste-Rose,Laval,"71, terrasse Dufferin",3,2,,2,963.6760000000002,5000.0
247,449000,"730,60$","80,95$",,,Bolton-Est,Estrie,"357, 11e Rang",,,,,,1103374.8
248,245000,"2659,12$","172,02$","2700,00$","1048,00$",Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"1931, rue Deschênes",4,1,1,1,288.65,2441.34
249,585000,"3060,00$","386,00$","565,00$","452,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"27-50, rue McGill",2,1,,1,850.0,198.0
250,229500,"1053,00$","102,50$",,,Chambly,Montérégie (Rive-Sud Montréal),"171, rue Joseph-Bresse",1,1,1,1,558.65,
251,327000,"1635,99$","157,78$","2303,70$",,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,"155, rue Dufour",4,2,1,1,1080.0,7437.86
252,75000,,,,,St-Gilles,Chaudière-Appalaches,"., Sortie des Commissaires",,,,,,
253,430000,"3312,27$","297,64$","2200,00$",,Ste-Foy,Québec Rive-Nord,"1447, rue Annette-Leclerc",4,2,,4,999.4,4999.84
254,599000,"2351,00$","333,00$",,,Ste-Marguerite-Du-Lac-Masson,Laurentides,"88, Du Violoncelle",3,1,1,2,1600.0,32557.0
256,369000,"1809,00$","184,73$",,,Vaudreuil-Dorion,Montérégie Ouest,"5-620, rue Forbes",2,1,,4,1156.0,
257,889000,"3830,00$","470,53$",,,Lachine,Montréal / l'Île,"580, 528 6e avenue",3,2,,,,3750.0
258,624000,"2851,15$","305,19$","1300,00$",,Carignan,Montérégie (Rive-Sud Montréal),"3243, boulevard Désourdy",4,2,1,2,1388.0,2687.75
259,379900,,,,,Contrecoeur,Montérégie (Rive-Sud Montréal),"4565, rue Olivier Gloutnez - Par Duo Immobilier",2,1,,1,940.0,4158.0
260,189000,"2400,00$","109,00$","3150,00$","1147,00$",Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"750, rue Saint-Jean",4,2,,2,1456.0,3520.0
261,519999,"3613,31$","279,86$","2700,00$",,Gatineau (Gatineau),Outaouais,"39, rue de Salernes",3,1,1,2,1819.0,5015.0
262,579990,,,,,Gatineau (Masson-Angers),Outaouais,"285, rue du Petit Village",3,2,1,2,1668.0,342.0
263,406720,,,,,Grenville,Laurentides,Rue Arnold - Le Ming 2 - Par Construction Briand,2,1,,1,998.0,9750.17
265,789900,,,,,Morin-Heights,Laurentides,"91, Mnt Hurtubise - Par Construction Briand",3,2,,1,1536.33,58980.0
266,649000,"3072,28$","217,67$","2766,00$","1746,29$",Gatineau (Gatineau),Outaouais,"901-903, rue Notre-Dame",3,2,,,,16545.0
268,435000,"2747,57$","195,38$",,,Gatineau (Buckingham),Outaouais,"1030, rue Georges",3,2,,1,1200.0,13750.076000000001
269,389000,,,,,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,"3785, rue de Landerneau",4,2,,1,1144.0,7650.0
270,389000,"1825,83$","194,76$",,,Lachine,Montréal / l'Île,"201-680, 36e Avenue",2,1,,2,823.0,
271,348900,,,,,Stoneham,Québec Rive-Nord,"111, chemin des Affluents - Domaine de la Fable - PAR Construction McKinley",3,1,1,2,1230.0,2131.0
272,495000,"2211,26$","224,60$","2640,00$","1200,00$",Contrecoeur,Montérégie (Rive-Sud Montréal),"1679, rue Laurent-Hubert",3,2,1,2,1280.0,3940.0
273,195000,"1679,00$","130,00$","1080,00$","554,00$",Sherbrooke (Jacques-Cartier),Estrie,"101-3015, rue Savio",2,1,,1,1037.0,
274,389900,"3117,00$","288,00$","2880,00$","1565,00$",Breakeyville,Québec Rive-Sud (Lévis),"64, rue des Grands-Bois",4,1,2,2,1456.0,5812.51
275,710000,,,,,La Macaza,Laurentides,"19, chemin de la Montagne",3,2,,2,,50000.0
276,282000,"2736,00$","142,00$","1820,00$",,St-Malachie,Chaudière-Appalaches,"618, avenue Principale",4,3,1,2,2006.0,52944.45
277,285000,"2892,51$","365,00$","1380,00$","125,00$",Ste-Julienne,Lanaudière,"1703, rue des Pelouses",3,1,,1,1200.0,11000.0
278,218500,"3053,87$","132,23$","2450,00$",,Baie-Comeau,Côte-Nord,"13, avenue Nicolas-Godbout",3,2,,1,1040.0,5999.8
280,649900,"3300,00$","380,00$","1880,00$",,Fabreville,Laval,"700, rue Blaise",3,1,1,2,1592.0,5454.0
281,569000,"1371,22$","373,20$","3790,00$",,St-Gabriel-De-Valcartier,Québec Rive-Nord,"229, chemin Redmond",4,1,1,2,1843.0,39206.5
282,559000,"2310,00$","260,00$","2000,00$",,Mascouche,Lanaudière,"3010, rue Jeannotte",3,2,1,2,1420.0,2120727.16
283,423000,"2283,76$","239,51$","1491,27$",,Anjou,Montréal / l'Île,"401-7200, boulevard des Galeries d'Anjou",2,1,,1,1025.0,
284,295000,"2999,15$","202,86$","3393,00$",,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3647, rue Sainte-Catherine",3,2,,1,768.0,10000.0
285,315000,"2600,00$","220,00$","1500,00$",,Charlesbourg (ND-Des-Laurentides),Québec Rive-Nord,"1607, avenue de Lorient",4,2,,1,954.941,6367.720200000001
286,1299000,"7116,08$","536,59$","1972,00$","2000,00$",Sherbrooke (Deauville),Estrie,"10371, rue des Riverins",4,3,2,2,2948.0,13184.0
287,369900,"3080,00$","222,00$","2200,00$",,Sts-Anges,Chaudière-Appalaches,"398, rue du Rocher",3,1,,1,1263.0,22988.0
288,1000000,,,,,Val-Des-Monts,Outaouais,"335, route du Carrefour",,,,,,1437480.0
289,250000,"2137,00$","139,00$","1140,00$",,Portneuf,Portneuf,"440, rue Saint-François",3,1,1,1,1142.18,5767.31
290,525000,"4357,83$",,"6800,00$",,St-Michel-de-Bellechasse,Chaudière-Appalaches,"76-78, rue Principale",,,,,,15403.16
292,349900,"1987,39$","168,07$","1148,30$","333,00$",St-Eustache,Laurentides,"6-130, rue Marie-Victorin",2,1,,1,1152.0,
293,569000,"2772,41$","241,12$","1300,00$","1450,00$",Prévost,Laurentides,"1346, rue du Clos-Frantin",2,1,1,2,1430.0,11372.07
294,489500,"3294,00$","314,00$","2111,00$","1063,00$",Lévis,Québec Rive-Sud (Lévis),"39, rue de l'Aviation",3,2,1,2,1471.0,12535.0
295,485000,"2750,00$","800,00$","1800,00$",,Vimont,Laval,"1804, rue de Lunebourg",3,2,,1,936.0,7000.0
296,870000,"5210,52$","565,86$","2638,23$","1412,64$",Montréal-Nord,Montréal / l'Île,"10782, avenue du Parc-Georges",5,3,1,2,2636.0,3368.0
297,529000,"4076,06$","392,88$","1132,54$","882,00$",Beauport,Québec Rive-Nord,"485, rue de la Paumelle",3,2,,1,1388.54,7189.22
298,475000,"1959,33$","185,92$",,,La Pêche (Ste-Cecile-De-Masham),Outaouais,"3, chemin des Tournesols",2,1,,1,1128.0,40865.19
299,269000,"2125,00$",,,,Portneuf,Portneuf,"317, rue des Chênes",4,1,,1,918.0,5906.0
300,865000,"3469,00$","492,75$","1182,78$","1232,79$",Brossard,Montérégie (Rive-Sud Montréal),"6175, rue Cavalieri",4,2,,2,2080.0,3252.0
301,560000,"1872,42$","151,59$",,,Drummondville (Drummondville),Centre-du-Québec,"5, rang Saint Anne",1,1,1,2,844.0,10868.0
302,639000,,,,,Lac-Beauport,Québec Rive-Nord,"30, chemin des Buis",3,1,1,2,1530.0,9890.0
304,540000,"2400,00$","480,00$","2400,00$","1536,00$",Chomedey,Laval,"4019, 6e Rue",5,2,1,1,1291.67,4612.34
305,475000,"4121,00$","555,00$","1200,00$",,St-Augustin-De-Desmaures,Québec Rive-Nord,"133, rue du Seigle",3,1,1,2,1664.8,18100.0
306,399900,,"213,30$",,,St-Alphonse-de-Granby,Estrie,"100-102, rue Georges",3,1,,,,40131.0
307,385000,"1900,00$","143,67$",,,St-Alphonse-de-Granby,Estrie,"119, rue Céline",4,1,1,1,949.0,28646.0
308,294500,"2292,00$","193,07$","1200,00$","851,29$",St-Jean-Chrysostome,Québec Rive-Sud (Lévis),"1079, rue de la Manche",4,1,1,1,813.75,7086.719999999999
309,319000,"2521,12$","224,69$","2730,72$","1018,06$",Charny,Québec Rive-Sud (Lévis),"7425, rue du Colibri",3,1,1,1,900.0,4995.0
310,175000,"950,50$","87,43$","1366,25$",,Les Éboulements,Charlevoix,"1939, route du Fleuve",4,1,,2,1680.0,6481.0
311,645423,,,,,Chomedey,Laval,"Marquise Condos - Unité 1006- 3653, avenue Jean-Beraud",2,2,,1,1166.0,
312,528000,,"266,00$",,"480,00$",Boucherville,Montérégie (Rive-Sud Montréal),"4-658, rue des Sureaux",2,1,1,2,1320.0,
313,629500,"2790,00$","263,00$",,,Blainville,Laurentides,"56, rue des Bouvreuils",4,2,,1,1120.0,6999.7
314,374000,,,,,Sherbrooke (Jacques-Cartier),Estrie,"3774, rue Émile-Chartier - Par Martin Ouimette Construction Inc",3,2,,1,910.0,4359.38
316,409000,,,,,Sherbrooke (Jacques-Cartier),Estrie,"3780, rue Émile-Chartier - Par Martin Ouimette Construction Inc",2,2,,1,1380.0,5166.68
317,700000,,,,,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),Rue des Monts- Par Groupe Lobato,4,2,1,2,1500.0,5000.0
318,1029000,,,,,Chelsea,Outaouais,"16, ch des Rocheuses - Par Solico Construction",3,1,1,2,2115.0,43560.0
319,599900,,,,,Chateauguay,Montérégie (Rive-Sud Montréal),"108, rue Edmond - À CONSTRUIRE - Par Les Constructions RMR Leblanc Inc.",3,1,1,2,1240.0,4571.4
320,769000,"4315,46$","478,41$",,,Pincourt,Montérégie Ouest,"1302, rue des Cyprès",5,3,1,2,1683.0,6749.0
321,165000,"200,00$","100,00$",,,St-Joseph-De-Kamouraska,Bas-Saint-Laurent,8e Rang,,,,,,5967720.02
322,359000,"3358,08$","253,51$","2900,00$",,Ste-Foy,Québec Rive-Nord,"966, boulevard Pie XII",6,2,,1,1115.14,6750.05
323,339000,"2491,00$","171,00$","840,00$",,Mascouche,Lanaudière,"309-2605, avenue de la Gare",2,1,,1,1043.0,
324,494500,"2134,00$","225,00$","1900,00$","500,00$",St-Colomban,Laurentides,"349, rue Dupuis",3,1,,1,1152.0,44543.0
325,525000,"3762,00$","407,00$","1368,00$","850,00$",Lévis,Québec Rive-Sud (Lévis),"1180, rue des Pourpiers",4,2,1,2,1806.0,9500.0
326,215000,"2177,00$","160,00$","1500,00$","1500,00$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"4183, rue des Pins",4,2,,1,925.0,5400.0
328,369000,"2957,47$","174,52$",,,Victoriaville,Centre-du-Québec,"20, rue Sonia",4,1,,1,,37770.0
329,499500,"3239,00$","283,00$","3000,00$","970,00$",St-Augustin-De-Desmaures,Québec Rive-Nord,"151, rue Bechard",4,1,1,2,2336.0,7239.81
330,240000,"1450,00$","135,00$","160,00$",,St-Majorique-De-Grantham,Centre-du-Québec,"1773, boulevard Saint-Joseph Ouest",2,1,1,1,1275.9949,14214.989599999999
331,245000,"2409,95$","95,88$",,,Shawinigan (Shawinigan-Sud),Mauricie,"1295, 114e Rue",4,2,,1,1129.62,6896.43
332,322000,"1965,76$","134,00$",,,Beauharnois (Beauharnois),Montérégie (Rive-Sud Montréal),"13, rue Boyer",3,1,,2,1316.43,3844.7955
333,379900,"2247,50$","192,88$","1900,00$",,Lac-St-Charles,Québec Rive-Nord,"506, rue des Plaines-Rouges",3,1,1,2,784.0,3824.0
334,2000000,,,,,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),chemin des Vingt - Par les Investissement Dumele,,,,,,94458.0
335,419000,"3925,00$","244,00$",,,St-Remi-De-Tingwick,Centre-du-Québec,"48, rue Fréchette",3,1,1,1,2382.0,27103.53
336,105000,,,,,Port-Au-Persil,Charlevoix,"., chemin des Plateaux",,,,,,77005.0
337,550000,"1993,00$","173,00$","1700,00$","788,00$",Chertsey,Lanaudière,"670, avenue Guilbeault",3,2,,2,1680.0,19502.0
338,338000,"2451,00$","183,00$","2472,00$",,Sherbrooke (Fleurimont),Estrie,"1121, rue Després",3,2,,1,1004.0,7000.0
340,275000,"1754,93$","142,00$","800,00$",,Granby,Estrie,"203-639, montée des Seigneurs",2,1,,1,1240.0,180.09
341,640000,"3071,56$","366,88$","1161,01$","1548,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"7209, rue de Marseille",2,1,1,3,1360.0,1938.36
342,774000,"3971,00$","385,57$","2400,00$","1000,00$",Repentigny (Repentigny),Lanaudière,"208, rue de Bergerac",4,1,1,2,2100.0,6000.88
343,219000,"1953,59$","152,92$","742,42$","346,00$",Charlesbourg,Québec Rive-Nord,"201-1949, boulevard Jean-Talon E",2,1,,3,1169.0,14574.0
344,629000,"4343,00$","355,00$","3200,00$","675,00$",Drummondville (Drummondville),Centre-du-Québec,"235-237, rue du Mûrier",5,3,1,1,1988.0,7130.0
345,292000,"2252,50$","153,60$",,,Rimouski (Rimouski-Est),Bas-Saint-Laurent,"678, rue du Ressac",3,2,,1,952.61,6300.12
346,375000,"2053,86$","175,25$",,,Drummondville (Drummondville),Centre-du-Québec,"160, rue Lionel-Groulx",3,1,1,1,850.35,5214.495
347,270000,"2472,00$","144,00$","1800,00$",,Trois-Rivières (Trois-Rivières),Mauricie,"1630, rue Laurent-Paradis",4,2,,2,959.49,3979.1856000000002
348,729900,"3031,22$","322,00$","1895,00$",,Chomedey,Laval,"2126, boulevard McNamara",4,2,1,1,1141.0,5400.2
349,875000,"4040,03$","369,22$",,,Bécancour (St-Grégoire),Centre-du-Québec,"19532, rue Savoie",3,2,,2,1034.0,20666.71
350,189900,"1964,79$","159,15$","852,00$",,Beauport,Québec Rive-Nord,"202-225, rue Anne-Martin",2,1,,1,980.0,
352,79850,,,,,Val-David,Laurentides,"1, rue Michaud",,,,,,106412.0
353,819000,"3573,00$","440,00$","776,00$","564,00$",Le Plateau-Mont-Royal,Montréal / l'Île,"4316, avenue des Érables",3,1,,1,1227.09,2500.46
354,899000,"4595,40$","492,51$","3600,00$","2000,00$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"475, rue des Alouettes",5,2,1,2,2500.0,8094.0
355,39370,,,,,St-Alfred,Chaudière-Appalaches,"625, rue du Lac-Sartigan",,,,,,39370.0
356,449000,"2356,00$","281,00$",,,Rosemont / La Petite Patrie,Montréal / l'Île,"1-4854, rue de Chambly",2,1,,1,1052.0,
357,34750,,,,,Wentworth,Laurentides,"X, chemin des Érables",,,,,,20801.26
358,125000,"706,00$","20,00$",,,Bromont,Estrie,"132-1617, rue Shefford",1,1,,1,450.0,2750.0
359,579998,"2227,00$","197,00$","1560,00$","100,00$",Repentigny (Repentigny),Lanaudière,"45, rue Villebon",3,2,1,2,1500.0,5000.0
360,179000,"2547,00$","213,00$","8000,00$","3500,00$",Ste-Agathe-de-Lotbinière,Chaudière-Appalaches,"4482, rue Gosford Est",,,,,,19207.0
361,945000,"5112,00$","641,00$",,"1400,00$",Ahuntsic / Cartierville,Montréal / l'Île,"10565-10567, rue Waverly",6,2,2,,,3551.01
362,1260791,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"1200, rue Drummond - unité 1201 - Le Gatsby",3,2,,1,1116.0,
364,1057758,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"1200, rue Drummond - unité 1104 - Le Gatsby",2,2,,1,962.0,
365,420000,"2483,17$","203,37$",,,Beauharnois (Melocheville),Montérégie (Rive-Sud Montréal),"23, rue des Éclusiers",2,1,1,1,796.53,3708.17
366,776112,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"1200, rue Drummond - unité 502 - Le Gatsby",2,1,,1,764.0,
367,639183,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"1200, rue Drummond - unité 1206 - Le Gatsby",1,1,,1,576.0,
368,435000,"4502,13$","210,26$","290,00$","1034,00$",Trois-Rivières (Cap-De-La-Madeleine),Mauricie,"269-275, rue Saint-Maurice",12,4,,,,8662.8
369,275000,"1500,00$","150,00$","800,00$","600,00$",St-Hyacinthe,Montérégie (Rive-Sud Montréal),"205-2015, boulevard Laframboise",1,1,,1,1062.0,
370,315000,"2996,82$","194,76$","2080,00$","850,00$",Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"1560, rue des Cèdres",4,2,,1,909.0,7298.0
371,249000,"1850,98$","112,63$","660,00$","300,00$",Mascouche,Lanaudière,"2302, avenue de la Gare",1,1,1,1,576.0,
372,349900,"1940,30$","160,60$","840,00$",,St-Eustache,Laurentides,"5-240, rue Marie-Victorin",2,1,,1,987.05,
373,50000,"225,00$",,,,Auteuil,Laval,", boulevard des Mille-Îles",,,,,,5400.0
374,289000,"2645,73$","156,16$",,,Rivière-Du-Loup,Bas-Saint-Laurent,"97, rue Montcalm",3,1,1,1,1000.0,6899.67
376,240000,"1760,00$","94,00$",,"230,00$",Mascouche,Lanaudière,"2990, avenue de la Gare",1,1,,1,560.0,
377,1590000,"7855,00$","996,00$",,"1900,00$",Le Plateau-Mont-Royal,Montréal / l'Île,"4238, rue Fullum",7,5,,,,1950.0
378,895000,"2700,00$","219,00$","1920,00$",,St-Anicet,Montérégie (Rive-Sud Montréal),"201, 31e Avenue",2,1,1,2,2232.0,7282.86
379,650000,"5888,00$","405,00$",,"3120,00$",St-Jacques,Lanaudière,"22-24-26-28, tue Laurin",2,1,,,,7196.75
380,729000,"3400,00$","380,00$","2500,00$",,Pierrefonds / Roxboro,Montréal / l'Île,"39, 4e Avenue Sud",4,3,1,2,2058.0,6523.0
381,290000,,,,,Lebourgneuf,Québec Rive-Nord,"9905, rue de Martigny",3,1,1,2,1020.0,4763.03
382,395000,"2873,04$","269,12$",,,Cap-Rouge,Québec Rive-Nord,"4690, rue de la Promenade-des-Soeurs",3,1,1,2,1407.92,4864.21
383,449000,"1594,16$","98,10$",,,Duhamel,Outaouais,"5257795, chemin de la Côte-Jaune",,,,,,42393.66
384,440000,"1800,00$","450,00$","1800,00$","600,00$",Chertsey,Lanaudière,"7036, 5e Avenue",3,2,,2,2520.0,19550.0
385,384500,,,,,Sherbrooke (Fleurimont),Estrie,"1899, rue Brûlotte",4,1,1,2,1359.48,5151.61
386,545000,"3638,00$",,,,Drummondville (Drummondville),Centre-du-Québec,"2225, rue du Troubadour",4,2,,1,1293.0,7560.0
388,450000,"2600,00$","130,00$","1400,00$","1100,00$",Adstock,Chaudière-Appalaches,"520, rue des Castors",2,1,,2,840.0,11171.9556
389,475000,"2264,42$","234,54$",,"1371,94$",Lochaber-Partie-Ouest,Outaouais,"851, 5e Rang Ouest",4,2,1,2,1634.0,87120.0
390,315000,"2417,61$","212,81$","2040,00$",,St-Émile,Québec Rive-Nord,"2715, avenue Lapierre",3,1,1,2,1224.0,53776.5
391,449000,"3471,99$","300,37$","1640,00$","522,11$",Neufchatel,Québec Rive-Nord,"2705, rue du Bordelais",5,2,1,1,1152.0,4951.0
392,643000,"3510,46$","316,01$","1969,00$",,Sherbrooke (Rock Forest),Estrie,"1603, rue Menzel",3,1,2,2,1537.61,8080.0
393,787000,,,"240,00$","550,00$",Griffintown,Montréal / l'Île,"1761-101, rue Peel",2,2,,1,783.61,
394,625000,,"37,20$","2600,00$",,L'Ange-Gardien-Outaouais,Outaouais,"50, chemin Olympe-Laframboise",4,2,,1,1400.0,49064.06
395,149500,"1446,60$","108,56$",,,Beauport,Québec Rive-Nord,"201-3455, rue Clemenceau",1,1,,3,613.5,1173.2
396,449000,"1742,00$","193,00$","800,00$","340,00$",Saint-Léonard,Montréal / l'Île,"406-4650, rue Jean-Talon Est",2,1,,1,,
397,419000,"3596,00$","279,00$","3216,00$","512,00$",L'Ancienne-Lorette,Québec Rive-Nord,"1823, rue de Boulogne",6,2,,1,1295.0,6782.0
398,995,,,,,Bowman,Outaouais,chemin du Sommet,,,,,,40000.0
400,520000,"2636,00$","225,00$",,,Terrebonne (Lachenaie),Lanaudière,"1357, rue des Merisiers",3,1,,1,903.95,5586.0
401,119900,,,,,Ste-Catherine-de-la-JC,Québec Rive-Nord,Boisé Natura - Par Construction CRD,,,,,,8000.0
402,594000,,,,,Ste-Julie,Montérégie (Rive-Sud Montréal),"625, rue Denise-Collette",2,2,1,2,1338.0,
403,449000,,,,,Sherbrooke (Jacques-Cartier),Estrie,rue Charles-Hamel  - Par Martin Ouimette Construction Inc,4,2,1,2,,
404,155000,"1000,00$","28,00$","155,00$","700,00$",Terrebonne (Terrebonne),Lanaudière,"9, 5e Avenue",3,1,,1,875.0,3060.0
405,375000,"3090,00$","267,00$","755,00$",,Ste-Marguerite-Du-Lac-Masson,Laurentides,"304-50, chemin Masson",2,1,,3,800.0,
406,469000,"2203,00$",,,,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"13230, rue Collette-Bonheur",2,1,1,1,1041.95,2083.03
407,375000,"1557,00$","129,00$","2388,00$","976,00$",Magog,Estrie,"84, rue Robert",3,1,1,2,1246.0,12466.35
408,479900,"3950,00$","279,00$","2500,00$","2000,00$",Baie-St-Paul,Charlevoix,"53, chemin Saint-Laurent",3,1,1,1,1102.0,11141.0
409,629900,,,,,Blainville,Laurentides,"., 109e Avenue Ouest - Par Les Constructions au Sommet JM Inc.",4,3,1,2,1924.0,4032.0
